,Chengyu,Definitions
62,分工合作,"Pre-Qin Confucius &quot;The Analects of Confucius: Zilu&quot;: &quot;If the name is not correct, the words will not go well; if the words are not smooth, the things will not be accomplished.&quot;"
63,多灾多难,"Li Bai&#39;s poem &quot;The Road to Shu is Difficult&quot; in the Tang Dynasty: &quot;Jiange is strong and Cui Wei, one husband is the gate, and ten thousand people are not open.&quot;"
64,伤筋动骨,"Qing Li Ruzhen&#39;s &quot;The Mirror of Flowers&quot;: &quot;Though we haven&#39;t gotten the fur, we can see it a little bit.&quot;"
65,正心诚意,&quot;Han Book Sun Bao Biography&quot;: &quot;Du Men can&#39;t understand water and fire.&quot;
66,先忧后乐,"Wu Chi&#39;s &quot;Unofficial History of Gusu: Two or Three Things about Sai Jinhua&quot;: &quot;When Sai Jinhua returned to Suzhou with Hong Jun&#39;s coffin for burial, he suddenly changed his mind halfway, and went to Shanghai to resume his old business, changed his name to Cao Menglan, and hung up a card to welcome guests.&quot;"
67,苍白无力,"&quot;Huainanzi·Tai Ethnic Training&quot;: &quot;If you want to know the importance but you have nothing to do with it, you will be happy if you weigh it.&quot;"
68,由此及彼,&quot;Gongyang Biography: The Second Year of Duke Min&quot;: &quot;The people of Lu still think it is a good talk.&quot;
69,风风雨雨,Guo Moruo&#39;s &quot;Hai Tao Ji Xujiabu&quot;: &quot;The scenery in Jiangxi is too bland. It is no different from what you see along the Yangtze River.&quot;
70,艰难曲折,Ye Shengtao&#39;s &quot;Ni Huanzhi&quot;: &quot;I do have a strong belief in the educational purpose and method of such a new approach.&quot;
71,剑胆琴心,"Wang Wenshi&#39;s &quot;The Great Carpenter&quot;: &quot;The field is quiet, and the road is also quiet and there is no trace.&quot;"
72,源清流洁,"&quot;Warring States Policy: Qi Policy One&quot;: &quot;The robes form a curtain, the robes are raised into a curtain, and the sweat turns into rain.&quot;"
73,知易行难,"&quot;Book of Rites, Miscellaneous Records&quot;: &quot;Zigong Guan Yu Wa. Confucius said: &#39;Is it fun to give it?&#39; He replied: &#39;People in a country are all crazy, and it is also fun to give unknown people.&#39;&quot;"
74,诸子百家,"&quot;Song History, Taoism Biography&quot;: &quot;To write &quot;Taiji Tushuo&quot; and &quot;Tongshu&quot;, to deduce the principles of yin and yang and five elements, and to know what is in the sky and in the human being.&quot;"
75,列祖列宗,"&quot;Sun Bin&#39;s Art of War: The Good Person&quot;: &quot;The good person can make the enemy roll farther away, double the way, and have no rest when tired.&quot;"
76,钢筋铁骨,"Sha Ting&#39;s &quot;Breakthrough&quot;: &quot;Zuo Jia quickly took the problem to himself, and spent a lot of time defending it, and it took a long time for the conversation to be pulled away.&quot;"
77,一点一滴,"&quot;People&#39;s Daily&quot; 1982.3.14: &quot;Many Chinese and foreign tourists have come here, and Xi&#39;an has become a place that attracts the attention of the world.&quot;"
78,一字一句,"Yuan Bai Pu&#39;s &quot;Horse on the Wall&quot; 2nd fold: &quot;With his full belly of articles, he can take seven steps, and he can turn a thousand steps on a daily basis.&quot;"
79,千门万户,"&quot;Warring States Policy: Qin Policy III&quot;: &quot;Where the mouths move, they fly without (without) wings.&quot;"
80,一年一度,"Guo Moruo&#39;s &quot;Literary and Artistic Thought since the Anti-Japanese War&quot;: &quot;Respecting the national form is not retro, it is beyond dispute.&quot;"
81,低声细语,"Ming Feng Weimin&#39;s &quot;Osmanthus Fragrant Spring Resentment&quot; song: &quot;Fight your journey of thousands of miles, and leave me with spring resentment.&quot;"
82,大起大落,"Qing Wenkang&#39;s &quot;Biography of Heroes and Sons&quot; Chapter 8: &quot;But I don&#39;t know how to make a living that goes downhill and sails smoothly, even buying a good name and wearing a high hat.&quot;"
83,加减乘除,"Ming Hai Rui&#39;s &quot;Treatment of Li&quot;: &quot;The husband should use all his strength to look at the ears of the fox and the rabbit. The body is tied around the neck, and the day can be waited for.&quot;"
84,要言妙道,"Yuan Anonymous&#39;s &quot;Holding Makeup Box&quot; 2nd fold: &quot;From now on, I jumped out of Jiuzhongweizilianhuan Village, and got out of the Ambush from Daggers Conference Gai.&quot;"
85,舍我其谁,"&quot;Zhuangzi: The World of Humanity&quot;: &quot;The fire is used to fight fire, and the water is used to save water. It is called Yiduo.&quot;"
86,慷慨悲歌,"Ming Luo Guanzhong&#39;s &quot;Romance of the Three Kingdoms&quot; Chapter 40: &quot;Recently I heard that Liu Jingsheng is in critical condition. You can take this opportunity to take Jingzhou as a safe place, and you can reject Cao Cao.&quot;"
87,从容应对,"Qing Li Baojia&#39;s &quot;Official Realm Xingji&quot; Chapter 64: &quot;Besides, the ancients used half of the Analects to rule the world, so it doesn&#39;t matter if it is half.&quot;"
88,以水济水,"Zhou Erfu&#39;s &quot;Morning in Shanghai&quot; Part 1: &quot;At least there are a hundred children and eighty people. If you nod your friends, you can&#39;t count them.&quot;"
89,勇猛精进,"&quot;The Biography of Mi Heng in the Later Han Dynasty&quot;: &quot;Heng was weak at the beginning, and when he was forty years old, he made friends with him.&quot; Complimentary reward, because of the long-term friendship.&quot;"
90,为国捐躯,"Tang Li Bai&#39;s &quot;Long Gan Xing&quot;: &quot;Lang rides a bamboo horse, goes around the bed to get green plums, lives together for thousands of miles, and the two children have no doubts.&quot;"
91,浑身解数,"Tang Wang Bo&#39;s &quot;Preface to the Pavilion of King Teng&quot;: &quot;When you are old, you are stronger, and you would rather move your white-headed heart? Poor and strong, don&#39;t fall into the blue sky.&quot;"
92,长久之计,"Qing·Shi Yukun&#39;s &quot;Three Heroes and Five Righteousness&quot; Chapter 18: &quot;Speaking, Q&amp;A, and calm, it&#39;s really everyone&#39;s demeanor.&quot;"
93,出头之日,"Ming Wu Chengen&#39;s &quot;Journey to the West&quot; Chapter 30: &quot;One is the Optimus Jade Pillar, and the other is the Sea Gold Beam.&quot;"
94,方寸之地,"Qing Dynasty Duan Xueting&#39;s &quot;Examples of Posthumous Drafts&quot;: &quot;If Gou is not being clever, he wants to save his lead, causing the appearance of Mount Lu to gradually lose its truth.&quot;"
95,文武之道,"The second episode of &quot;He Dian&quot; by Zhang Nanzhuang of Qing Dynasty: &quot;This is the wine and meat brother of the ghost in the former village, called the broken-faced ghost.&quot;"
96,独立王国,Lao She&#39;s &quot;Four Generations in the Same House&quot;: &quot;He felt that the boss was really cute; so he decided to take advantage of the heat to strike the iron and speak all his words.&quot;
97,黄花晚节,"Chapter 6 of Du Pengcheng&#39;s &quot;Defending Yan&#39;an&quot;: &quot;I have to check it out now, just to complete a routine errand.&quot;"
98,狗皮膏药,"In the Southern Song Dynasty, Liu Yiqing&#39;s &quot;New Words of the World: Political Affairs&quot;: &quot;Zhong Gong said: &#39;The robbery and killing of the rich man, how can we kill each other?&#39;&quot;"
99,黄金时间,"Song Zhu Xi&#39;s &quot;Book with Liu Zicheng&quot;: &quot;The sages have already opened the eight characters, but people don&#39;t understand it, but they go wild.&quot;"
100,一片冰心,&quot;Zuo Zhuan·Xianggong Sixteen Years&quot;: &quot;The urgency of the city is too late.&quot;
101,攻心为上,"&quot;Draft of Qing History: The Biography of Wu Jie&quot;: &quot;The good and the bad do not distinguish between the good and the bad. When the soldiers arrive, they return to the sincerity; when the soldiers retreat, they come back to burn and plunder.&quot;"
102,江山如画,"Qing·Pu Songling&#39;s &quot;Strange Stories from a Liaozhai·Ye Sheng&quot; &quot;When the whereabouts are lost, he is sad about the shadow; he is arrogant, scratching his head and loving himself.&quot;"
103,口不择言,"Chapter 11 of Guo Moruo&#39;s &quot;Hong Bo Song&quot;: &quot;When scolding people like this, it is a quarrel, and there is no more &#39;this is&#39; disturbing.&quot;"
104,逝者如斯,"Xunzi&#39;s &quot;Encouragement of Learning&quot;: &quot;Ice, water makes it, and it is cold in water.&quot; Tang Zhang Yanyuan&#39;s &quot;Famous Paintings of the Past Dynasties, Seven, Nanqi&quot;: &quot;Qu (Daomin) Shishizhang (Ji Bo), ice cold in water. .&quot;"
105,波涛汹涌,"Ba Jin&#39;s &quot;In Nice&quot;: &quot;Readers are not an iron plate, they have their own opinions, they are &#39;everyone takes what they want&#39;.&quot;"
106,和气生财,"Tang Sun Qiao&#39;s &quot;Records of Emperor Wu&#39;s Swords&quot;: &quot;A group of doubts are glued to each other, and every word is a word.&quot;"
107,国将不国,"Qing Zhai Hao&#39;s &quot;Popular Edition Geography&quot;: &quot;Have you been half-cut to the ground, are you still arguing?&quot;"
108,贿赂公行,"Guo Xiaochuan&#39;s &quot;Song of the Yangtze River, Millions of Heroes Crossing the River&quot;: &quot;The horses are unable to understand the saddle and fight continuously, liberating the south of the Yangtze River in one fell swoop.&quot;"
109,一元复始,"Song Hongmai&#39;s &quot;Yijian Bingzhi · Doctor Xu&quot;: &quot;You are wonderful and compelling, although old and healthy.&quot;"
110,近亲繁殖,&quot;Mencius: Li Lou Shang&quot;: &quot;Who is not to guard? Guarding one&#39;s body is the foundation of guarding.&quot;
