,Chengyu,Definitions
72,掩人耳目,"The Qing Dynasty &quot;Xuanzong Hadith: Emperor Daoguang of the Qing Dynasty&quot;: &quot;Profit merchants set up Taihe brand names, invite groups to form gangs, and buy short and sell short.&quot;"
73,夜以继日,"Qing Qian Qianyi&#39;s &quot;Beginners Collection&quot; Volume 83: &quot;I read Zizhan&#39;s &quot;Sima Wen Gong Xing&quot; and the like, laying out a straight sequence (narrative), thinking that there is no such body in ancient and modern times."
74,亦步亦趋,"The fourth fold of Yuan Shi Junbao&#39;s &quot;Qujiang Pond&quot;: &quot;How can it be entrusted to the wilderness, let it be exposed, and there is no sense of solidarity at all.&quot;"
75,手舞足蹈,"Song Chengjiezhai&#39;s &quot;Qinyuanchun&quot; lyrics: &quot;The face is full of spring breeze, a group of harmony, and the book and poems in the chest are exposed.&quot;"
76,自取灭亡,"Han Jiao Gan&#39;s &quot;Yi Lin&quot;: &quot;Huayan Fengyu, chaotic and false.&quot;"
77,自食其力,"Tang Xiliang&#39;s poem &quot;Lian Gaotai&quot;: &quot;Floating light follows the day, and the shadow follows the depth of the wave.&quot;"
78,改弦更张,"The Three Kingdoms Shu, Zhuge Liang&#39;s &quot;Post-Mentorship Table&quot;: &quot;However, if you don&#39;t cut down the thieves, the king&#39;s industry will also perish, but you can only sit and wait to perish, whoever will cut them.&quot;"
79,大声疾呼,"The first fold of Yuan Qin Jianfu&#39;s &quot;Old Man in the East Hall&quot;: &quot;It is easy to sit and eat the mountains and the sky, and eat the ground immediately.&quot;"
80,灭顶之灾,"&quot;Three Kingdoms Wei Zhi Du Shu Biography&quot;: &quot;To avoid being a commoner, he moved to Zhangwu County in the first year of Suijiaping.&quot;"
81,怨声载道,"&quot;Historical Records Zhou Benji&quot;: &quot;The people all sing and rejoice, and praise their virtues.&quot;"
82,文过饰非,"Qing Zheng Xie&#39;s &quot;Coupling Couplets&quot;: &quot;Remove the complexity and simplify the three autumn trees, and receive the new February flowers of different standards.&quot;"
83,始终如一,&quot;Ask the King of Chu&quot; by Song Yu of Chu of the Warring States Period: &quot;There are thousands of people in the country who have a song in Yingzhong.
84,自以为是,"Song Zhao Lingji&#39;s &quot;Hou Ma Lu&quot;: &quot;Blind date with one heart, according to the heart, according to the courage and longevity.&quot;"
85,混淆是非,"Ming Xu Zhonglin&#39;s &quot;Fengshen Romance&quot; Chapter 3: &quot;If this city breaks down after a long time, my wife and daughter will be captured in Chaoge, showing up and throwing their heads, and the corpse will be brutal, making the world&#39;s princes laugh at me as a scheming person; Killing their wives and wives and then slaughtering themselves, the commoners do not lose what their husbands did.&quot;"
86,肺腑之言,&quot;The Book of the Later Han Dynasty: Geng&#39;s Biography&quot;: &quot;Returning the sudden cavalry to the rabble crowd is like destroying withered and broken ears.&quot;
87,巧立名目,"&quot;Book of Jin, Emperor Ming Ji&quot;: &quot;(Wang) Dunsu used the emperor&#39;s gods and martial arts to be clear, and asked Wen Qiaori at the meeting: &#39;Why is the crown prince called virtuous?&#39;"
88,故步自封,"Tandoori Fu&#39;s poem &quot;You Longmen Fengxian Temple&quot;: &quot;If you want to hear the morning bell, it is thought-provoking.&quot;"
89,挺身而出,"Tang Li Duan&#39;s &quot;Giving Xie Dai&quot;: &quot;As the ages grow, the dragon bell is like an old man.&quot;"
90,大功告成,"&quot;Su Shu Zunyi&quot;: &quot;Those who are close in appearance are lonely, and those who are loyal and slanderous will die.&quot;"
91,闭关自守,"&quot;Old Tang Book: Lu Xiangxian Biography&quot;: &quot;It is okay for those who are in government to be rational, so why punish them severely. It is not the way of benevolence and forgiveness to harm others and benefit oneself.&quot;"
92,拍手称快,&quot;Mencius: Li Lou Shang&quot;: &quot;The way is near and seek far.&quot; &quot;Zanggong Biography of the Later Han Book&quot;: &quot;Those who abandon the near and seek the far will work without success; those who abandon the far and seek the near will have an end in ease.&quot;
93,字斟句酌,"&quot;Three Kingdoms, Wu Shu, Lu Xun&#39;s Biography&quot;: &quot;I can&#39;t bear to be angry and get angry now.&quot;"
94,日新月异,"Qing Cao Xueqin&#39;s &quot;A Dream of Red Mansions&quot;: &quot;Because it is a matter of my son&#39;s life, I can&#39;t say it all together, so I respectfully sealed it for twenty-four taels of honor.&quot;"
95,空中楼阁,"K. Shi Junbao&#39;s &quot;Qiuhu Opera Wife&quot; the third fold: &quot;You have also listened to Du Yu, he kept saying there, it&#39;s better to go back to Mr."
96,本末倒置,"Liang·Liu Xie of the Southern Dynasties &quot;Wen Xin Diao Long · Fuhui&quot;: &quot;It is because of the different strengths of Si Mu, and the six bridles are like harps;"
97,有始有终,"&quot;Records of the Three Kingdoms, Shu Shu, Dong He Biography&quot;: &quot;The family of goods, Hou wears jade food, the marriage is ruined, and the family is exhausted.&quot;"
98,无以复加,"Ming Xu Zhonglin&#39;s &quot;Romance of the Gods&quot;, Chapter 93: &quot;The Seven Monsters of Meishan transformed into human form and fought with the Zhou soldiers, all of them were annihilated one after another, and returned to their original form. back.&quot;"
99,锐不可当,&quot;Historical Records: Biography of Lian Po Lin Xiangru&quot;
100,比比皆是,"Tang Xu Hun&#39;s poem &quot;Ti Du Jushi&quot;: &quot;The machine is full of heart and soul, and the spirit is idle and horses.&quot;"
101,风平浪静,"Yuan Anonymous&#39;s &quot;Du Cui Liu&quot; the first fold: &quot;The worldly people have no reason, they compete for strengths and weaknesses."
102,颠倒黑白,"Dai Sheng&#39;s &quot;Book of Rites: The Doctrine of the Mean&quot; in the Western Han Dynasty: &quot;Ming is moving, and moving is changing.&quot; Han Zheng Xuan noted: &quot;Moving, moving people&#39;s hearts; changing, changing evil into good.&quot;"
103,祸从天降,"Ming Shao Can&#39;s &quot;The Story of the Sachet: Defeated&quot;: &quot;I am now defeated by the Yue family&#39;s army, and I have gathered some remnants of defeated generals, but I can&#39;t do anything. How about pulling out the camp and going back now?&quot;"
104,庞然大物,"Song Su Shi&#39;s &quot;Nian Nujiao, Chibi Nostalgia&quot; lyrics: &quot;When the river goes east, the waves will scavenge all the romantic characters of the ages.&quot;"
105,欺软怕硬,&quot;Yuewei Caotang Notes&quot; Volume 13: &quot;This is really hard to think about.&quot;
106,开源节流,"In the Southern Song Dynasty, Liu Jingshu&#39;s &quot;Yiyuan Jurong Water Vessel&quot;: &quot;I dug up a black object, without a head and tail, shaped like hundreds of dendrobium, dozens of feet long, and moved stupidly.&quot;"
107,扶老携幼,"Yuan Wang Shifu&#39;s second book of &quot;The Story of the West Chamber&quot;: &quot;I didn&#39;t say anything, but he quickly agreed. Jin Shengtan said: &#39;It&#39;s really a wonderful brush&#39;.&quot;"
108,积劳成疾,"Ming Xu Zhonglin&#39;s &quot;Fengshen Romance&quot; Chapter 40: &quot;It&#39;s a waste of time and effort, but the snow and spring water are all in vain.&quot;"
109,大言不惭,"Tang Lutong&#39;s poem &quot;Xie Mengjian&#39;s Comments on Sending New Tea&quot;: &quot;Three bowls to search for dry intestines, only five thousand volumes of text.&quot;"
110,无边无际,"Song Su Shi&#39;s &quot;Certain Farewell Seventeen: Going to Traitors&quot;: &quot;For example, hunters drive and trample among the grass all day long, searching for a rabbit to fight it, and don&#39;t wait for it to throw itself into a net and then take it.&quot;"
